occ_code,occ_title,major_code,major_group_title,risk_index,automation_prob,ai_exposure_score,emp_trend_risk,wage_stagnation_risk,risk_tier,score_source,education_req,national_employment
49-9064,Watch and Clock Repairers,49,"Installation, Maintenance, and Repair",0.724,0.99,0.535,0.9638,0.0098,High,actual,High school diploma or equivalent,1310
49-9069,"Precision Instrument and Equipment Repairers, All Other",49,"Installation, Maintenance, and Repair",0.6603,0.715,0.5,0.7214,0.7003,Medium,imputed,,9400
49-9071,"Maintenance and Repair Workers, General",49,"Installation, Maintenance, and Repair",0.5326,0.64,0.6483,0.3203,0.3361,Medium,actual,High school diploma or equivalent,1529700
49-9081,Wind Turbine Service Technicians,49,"Installation, Maintenance, and Repair",0.5966,0.715,0.735,0.0125,0.8291,Medium,imputed,,9980
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",49,"Installation, Maintenance, and Repair",0.6835,0.94,0.495,0.7897,0.1723,Medium,actual,High school diploma or equivalent,26410
49-9092,Commercial Divers,49,"Installation, Maintenance, and Repair",0.3014,0.18,0.5375,0.454,0.028,Medium,actual,Postsecondary nondegree award,3450
49-9094,Locksmiths and Safe Repairers,49,"Installation, Maintenance, and Repair",0.6822,0.77,0.64,0.6811,0.5196,Medium,actual,High school diploma or equivalent,15040
49-9095,Manufactured Building and Mobile Home Installers,49,"Installation, Maintenance, and Repair",0.3093,0.18,0.5133,0.4345,0.1471,Medium,actual,High school diploma or equivalent,3020
49-9096,Riggers,49,"Installation, Maintenance, and Repair",0.637,0.89,0.6042,0.3705,0.3725,Medium,actual,High school diploma or equivalent,22530
49-9097,Signal and Track Switch Repairers,49,"Installation, Maintenance, and Repair",0.5688,0.9,0.4508,0.2799,0.2675,Medium,actual,High school diploma or equivalent,8720
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",49,"Installation, Maintenance, and Repair",0.6178,0.79,0.5192,0.6323,0.3039,Medium,actual,High school diploma or equivalent,95580
49-9099,"Installation, Maintenance, and Repair Workers, All Other",49,"Installation, Maintenance, and Repair",0.5923,0.715,0.6333,0.2883,0.6022,Medium,imputed,,176300
51-1011,First-Line Supervisors of Production and Operating Workers,51,Production,0.3715,0.016,0.6775,0.3621,0.8221,Medium,actual,High school diploma or equivalent,673430
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",51,Production,0.7003,0.79,0.6358,0.8008,0.4342,High,actual,High school diploma or equivalent,34020
51-2021,"Coil Winders, Tapers, and Finishers",51,Production,0.505,0.73,0.4425,0.3997,0.1499,Medium,actual,High school diploma or equivalent,12840
51-2028,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",51,Production,0.6523,0.88,0.5,0.6643,0.2829,Medium,imputed,,246970
51-2031,Engine and Other Machine Assemblers,51,Production,0.6942,0.82,0.4708,0.876,0.4888,Medium,actual,High school diploma or equivalent,34000
51-2041,Structural Metal Fabricators and Fitters,51,Production,0.5338,0.41,0.5325,0.8914,0.3894,Medium,actual,High school diploma or equivalent,52360
51-2051,Fiberglass Laminators and Fabricators,51,Production,0.6553,0.88,0.5133,0.5,0.5,Medium,imputed,,16170
51-2061,Timing Device Assemblers and Adjusters,51,Production,0.641,0.88,0.4558,0.5,0.5,Medium,imputed,,250
51-3011,Bakers,51,Production,0.5059,0.89,0.3625,0.1156,0.2409,Medium,actual,No formal educational credential,236200
51-3021,Butchers and Meat Cutters,51,Production,0.6629,0.93,0.51,0.4554,0.4818,Medium,actual,No formal educational credential,136430
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",51,Production,0.6667,0.94,0.6317,0.5933,0.0938,Medium,actual,No formal educational credential,145700
51-3023,Slaughterers and Meat Packers,51,Production,0.4511,0.6,0.3417,0.6045,0.0322,Medium,actual,No formal educational credential,69950
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",51,Production,0.6455,0.91,0.6308,0.5362,0.1106,Medium,actual,No formal educational credential,20370
51-3092,Food Batchmakers,51,Production,0.5492,0.7,0.685,0.351,0.1849,Medium,actual,High school diploma or equivalent,174520
51-3093,Food Cooking Machine Operators and Tenders,51,Production,0.5479,0.61,0.6483,0.5334,0.2339,Medium,actual,High school diploma or equivalent,31250
51-3099,"Food Processing Workers, All Other",51,Production,0.4897,0.88,0.5,0.0362,0.0364,Medium,imputed,,65000
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",51,Production,0.6962,0.91,0.5717,0.7869,0.2129,Medium,actual,High school diploma or equivalent,60840
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",51,Production,0.7726,0.93,0.515,0.9666,0.5238,High,actual,High school diploma or equivalent,8930
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",51,Production,0.655,0.83,0.6233,0.5669,0.3585,Medium,actual,High school diploma or equivalent,25250
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",51,Production,0.602,0.78,0.5175,0.617,0.2479,Medium,actual,High school diploma or equivalent,171200
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51,Production,0.8315,0.94,0.6692,0.9819,0.612,High,actual,High school diploma or equivalent,4680
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51,Production,0.693,0.95,0.5792,0.5919,0.3319,Medium,actual,High school diploma or equivalent,67000
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51,Production,0.7414,0.84,0.5767,0.9499,0.4748,High,actual,High school diploma or equivalent,16710
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",51,Production,0.8013,0.98,0.6083,0.9206,0.4874,High,actual,High school diploma or equivalent,12460
51-4041,Machinists,51,Production,0.6156,0.65,0.5458,0.8426,0.3375,Medium,actual,High school diploma or equivalent,287050
51-4051,Metal-Refining Furnace Operators and Tenders,51,Production,0.6451,0.88,0.5508,0.5627,0.2857,Medium,actual,High school diploma or equivalent,16780
51-4052,"Pourers and Casters, Metal",51,Production,0.6836,0.87,0.49,0.9415,0.1653,Medium,actual,High school diploma or equivalent,4560
51-4061,"Model Makers, Metal and Plastic",51,Production,0.8014,0.93,0.4742,0.9652,0.7857,High,actual,High school diploma or equivalent,2610
51-4062,"Patternmakers, Metal and Plastic",51,Production,0.7297,0.9,0.4467,0.9624,0.437,High,actual,High school diploma or equivalent,1470
51-4071,Foundry Mold and Coremakers,51,Production,0.5623,0.67,0.4458,0.7618,0.2031,Medium,actual,High school diploma or equivalent,12790
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",51,Production,0.6509,0.95,0.4642,0.6198,0.2059,Medium,actual,High school diploma or equivalent,150470
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51,Production,0.7142,0.91,0.7642,0.5975,0.2647,High,actual,High school diploma or equivalent,124590
51-4111,Tool and Die Makers,51,Production,0.7082,0.84,0.47,0.8092,0.619,High,actual,High school diploma or equivalent,56930
51-4121,"Welders, Cutters, Solderers, and Brazers",51,Production,0.6055,0.94,0.3375,0.3788,0.4622,Medium,actual,High school diploma or equivalent,416210
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",51,Production,0.5723,0.61,0.5183,0.6532,0.4538,Medium,actual,High school diploma or equivalent,31600
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",51,Production,0.7232,0.91,0.4933,0.8705,0.4118,High,actual,High school diploma or equivalent,14000
51-4192,"Layout Workers, Metal and Plastic",51,Production,0.6567,0.84,0.5342,0.8552,0.1078,Medium,actual,High school diploma or equivalent,5970
51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",51,Production,0.7118,0.92,0.5125,0.7799,0.3978,High,actual,High school diploma or equivalent,32410
51-4194,"Tool Grinders, Filers, and Sharpeners",51,Production,0.6948,0.88,0.5108,0.7994,0.3683,Medium,actual,High school diploma or equivalent,5600
51-4199,"Metal Workers and Plastic Workers, All Other",51,Production,0.7365,0.88,0.5,0.929,0.4916,High,imputed,,15900
51-5111,Prepress Technicians and Workers,51,Production,0.7986,0.97,0.5325,0.7939,0.7913,High,actual,Postsecondary nondegree award,23840
51-5112,Printing Press Operators,51,Production,0.7315,0.83,0.5917,0.7465,0.6821,High,actual,High school diploma or equivalent,144260
51-5113,Print Binding and Finishing Workers,51,Production,0.7521,0.95,0.5083,0.8607,0.486,High,actual,High school diploma or equivalent,33180
51-6011,Laundry and Dry-Cleaning Workers,51,Production,0.4824,0.71,0.2692,0.6031,0.07,Medium,actual,No formal educational credential,198040
51-6021,"Pressers, Textile, Garment, and Related Materials",51,Production,0.5908,0.81,0.3183,0.8942,0.056,Medium,actual,No formal educational credential,26120
51-6031,Sewing Machine Operators,51,Production,0.6223,0.89,0.325,0.8287,0.1289,Medium,actual,No formal educational credential,104880
51-6041,Shoe and Leather Workers and Repairers,51,Production,0.5055,0.52,0.42,0.7159,0.3291,Medium,actual,High school diploma or equivalent,7450
51-6042,Shoe Machine Operators and Tenders,51,Production,0.771,0.97,0.4867,0.7187,0.7843,High,actual,High school diploma or equivalent,3280
51-6051,"Sewers, Hand",51,Production,0.7563,0.99,0.3233,0.9833,0.5518,High,actual,No formal educational credential,2190
51-6052,"Tailors, Dressmakers, and Custom Sewers",51,Production,0.6459,0.84,0.3142,0.9109,0.3277,Medium,actual,No formal educational credential,13920
51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,51,Production,0.7369,0.97,0.5058,0.9485,0.2185,High,actual,High school diploma or equivalent,5310
51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",51,Production,0.7179,0.95,0.4925,0.8955,0.2381,High,actual,High school diploma or equivalent,9000
51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",51,Production,0.6541,0.73,0.5492,0.9318,0.2563,Medium,actual,High school diploma or equivalent,13030
51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",51,Production,0.6954,0.96,0.4108,0.8872,0.2087,Medium,actual,High school diploma or equivalent,22020
51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",51,Production,0.7146,0.88,0.6517,0.8733,0.1667,High,actual,High school diploma or equivalent,12850
51-6092,Fabric and Apparel Patternmakers,51,Production,0.3585,0.0049,0.6392,0.9513,0.0434,Medium,actual,High school diploma or equivalent,2950
51-6093,Upholsterers,51,Production,0.4925,0.39,0.4075,0.9345,0.3179,Medium,actual,High school diploma or equivalent,20140
51-6099,"Textile, Apparel, and Furnishings Workers, All Other",51,Production,0.6682,0.88,0.5,0.6894,0.3557,Medium,imputed,,13530
51-7011,Cabinetmakers and Bench Carpenters,51,Production,0.7027,0.92,0.4833,0.837,0.3095,High,actual,High school diploma or equivalent,77170
51-7021,Furniture Finishers,51,Production,0.6466,0.87,0.4542,0.7382,0.2493,Medium,actual,High school diploma or equivalent,14480
51-7031,"Model Makers, Wood",51,Production,0.8374,0.96,0.5675,0.9875,0.7605,High,actual,High school diploma or equivalent,280
51-7032,"Patternmakers, Wood",51,Production,0.843,0.91,0.5325,0.9805,0.9986,High,actual,High school diploma or equivalent,220
51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",51,Production,0.5977,0.86,0.2908,0.8134,0.1218,Medium,actual,High school diploma or equivalent,40850
51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",51,Production,0.6699,0.97,0.4025,0.8189,0.1162,Medium,actual,High school diploma or equivalent,61420
51-7099,"Woodworkers, All Other",51,Production,0.6391,0.88,0.5,0.6142,0.2619,Medium,imputed,,5490
51-8011,Nuclear Power Reactor Operators,51,Production,0.8065,0.95,0.8017,0.7604,0.493,High,actual,High school diploma or equivalent,5150
51-8012,Power Distributors and Dispatchers,51,Production,0.6857,0.64,0.82,0.8538,0.3599,Medium,actual,High school diploma or equivalent,8520
51-8013,Power Plant Operators,51,Production,0.702,0.85,0.5958,0.7131,0.4692,High,actual,High school diploma or equivalent,29320
51-8013,Power Plant Operators,51,Production,0.7286,0.85,0.7025,0.7131,0.4692,High,actual,High school diploma or equivalent,29320
51-8013,Power Plant Operators,51,Production,0.7134,0.85,0.6417,0.7131,0.4692,High,actual,High school diploma or equivalent,29320
51-8021,Stationary Engineers and Boiler Operators,51,Production,0.7132,0.89,0.7017,0.6713,0.3165,High,actual,High school diploma or equivalent,28250
51-8031,Water and Wastewater Treatment Plant and System Operators,51,Production,0.6103,0.61,0.7983,0.429,0.5392,Medium,actual,High school diploma or equivalent,128490
51-8091,Chemical Plant and System Operators,51,Production,0.7263,0.85,0.565,0.9373,0.3838,High,actual,High school diploma or equivalent,16610
51-8092,Gas Plant Operators,51,Production,0.6246,0.78,0.7292,0.1755,0.6345,Medium,actual,High school diploma or equivalent,18030
51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",51,Production,0.6398,0.71,0.5725,0.7242,0.4524,Medium,actual,High school diploma or equivalent,33160
51-8099,"Plant and System Operators, All Other",51,Production,0.7259,0.86,0.7592,0.2535,0.9426,High,actual,High school diploma or equivalent,14080
51-9011,Chemical Equipment Operators and Tenders,51,Production,0.6047,0.76,0.6883,0.0181,0.8333,Medium,actual,High school diploma or equivalent,139630
51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",51,Production,0.603,0.88,0.5417,0.1922,0.514,Medium,actual,High school diploma or equivalent,60100
51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",51,Production,0.7058,0.97,0.5233,0.773,0.2157,High,actual,High school diploma or equivalent,26000
51-9022,"Grinding and Polishing Workers, Hand",51,Production,0.7442,0.97,0.5733,0.9916,0.0966,High,actual,No formal educational credential,10510
51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",51,Production,0.6762,0.83,0.5175,0.8496,0.2997,Medium,actual,High school diploma or equivalent,94920
51-9031,"Cutters and Trimmers, Hand",51,Production,0.6135,0.64,0.4442,0.9457,0.3824,Medium,actual,No formal educational credential,6060
51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",51,Production,0.699,0.86,0.5725,0.8482,0.2815,Medium,actual,High school diploma or equivalent,44980
51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",51,Production,0.7592,0.93,0.6575,0.7813,0.444,High,actual,High school diploma or equivalent,58770
51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",51,Production,0.5523,0.37,0.6383,0.7855,0.584,Medium,actual,High school diploma or equivalent,14280
51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",51,Production,0.7139,0.98,0.6867,0.376,0.5,High,actual,High school diploma or equivalent,597370
51-9071,Jewelers and Precious Stone and Metal Workers,51,Production,0.6876,0.95,0.4967,0.7103,0.2759,Medium,actual,High school diploma or equivalent,22440
51-9071,Jewelers and Precious Stone and Metal Workers,51,Production,0.6649,0.95,0.4058,0.7103,0.2759,Medium,actual,High school diploma or equivalent,22440
51-9081,Dental Laboratory Technicians,51,Production,0.7445,0.97,0.6883,0.4958,0.5686,High,actual,High school diploma or equivalent,34410
51-9082,Medical Appliance Technicians,51,Production,0.5754,0.45,0.555,0.8273,0.6078,Medium,actual,High school diploma or equivalent,11280
51-9083,Ophthalmic Laboratory Technicians,51,Production,0.7797,0.97,0.4867,0.9039,0.5952,High,actual,High school diploma or equivalent,18660
51-9111,Packaging and Filling Machine Operators and Tenders,51,Production,0.6792,0.98,0.5933,0.5515,0.1905,Medium,actual,High school diploma or equivalent,379060
51-9123,"Painting, Coating, and Decorating Workers",51,Production,0.6945,0.92,0.41,0.9164,0.2717,Medium,actual,No formal educational credential,7940
51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",51,Production,0.6708,0.88,0.575,0.5,0.5,Medium,imputed,,158740
51-9141,Semiconductor Processing Technicians,51,Production,0.5241,0.88,0.5292,0.1811,0.0238,Medium,actual,Associate's degree,31460
51-9151,Photographic Process Workers and Processing Machine Operators,51,Production,0.7498,0.99,0.43,0.9972,0.3123,High,actual,High school diploma or equivalent,4800
51-9161,Computer Numerically Controlled Tool Operators,51,Production,0.6703,0.88,0.5733,0.5,0.5,Medium,imputed,,169450
51-9162,Computer Numerically Controlled Tool Programmers,51,Production,0.6843,0.88,0.6292,0.5,0.5,Medium,imputed,,28500
51-9191,Adhesive Bonding Machine Operators and Tenders,51,Production,0.7372,0.95,0.5175,0.8774,0.3487,High,actual,High school diploma or equivalent,11500
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",51,Production,0.6775,0.81,0.6875,0.7409,0.2227,Medium,actual,No formal educational credential,14760
51-9193,Cooling and Freezing Equipment Operators and Tenders,51,Production,0.7333,0.93,0.575,0.8106,0.3697,High,actual,High school diploma or equivalent,6900
51-9194,Etchers and Engravers,51,Production,0.7054,0.98,0.5858,0.6518,0.2437,High,actual,High school diploma or equivalent,7750
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",51,Production,0.6822,0.9,0.5067,0.8148,0.2171,Medium,actual,High school diploma or equivalent,33190
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",51,Production,0.7126,0.9,0.6283,0.8148,0.2171,High,actual,High school diploma or equivalent,33190
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",51,Production,0.6582,0.9,0.4108,0.8148,0.2171,Medium,actual,High school diploma or equivalent,33190
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",51,Production,0.643,0.9,0.35,0.8148,0.2171,Medium,actual,High school diploma or equivalent,33190
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",51,Production,0.5482,0.67,0.5067,0.5125,0.3403,Medium,actual,High school diploma or equivalent,96130
51-9197,Tire Builders,51,Production,0.742,0.94,0.555,0.7047,0.5756,High,actual,High school diploma or equivalent,20770
51-9198,Helpers--Production Workers,51,Production,0.5943,0.66,0.475,0.9694,0.1176,Medium,actual,No formal educational credential,165700
51-9199,"Production Workers, All Other",51,Production,0.6114,0.88,0.5,0.3496,0.43,Medium,imputed,,251700
53-1041,Aircraft Cargo Handling Supervisors,53,Transportation and Material Moving,0.6605,0.83,0.6142,0.5,0.5,Medium,imputed,,9760
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",53,Transportation and Material Moving,0.632,0.83,0.5,0.5,0.5,Medium,imputed,,623640
53-2011,"Airline Pilots, Copilots, and Flight Engineers",53,Transportation and Material Moving,0.2915,0.18,0.7458,0.1602,0.007,Low,actual,Bachelor's degree,103560
53-2012,Commercial Pilots,53,Transportation and Material Moving,0.4762,0.55,0.8883,0.1546,0.021,Medium,actual,High school diploma or equivalent,47630
53-2021,Air Traffic Controllers,53,Transportation and Material Moving,0.4306,0.11,0.7083,0.4833,0.7521,Medium,actual,Associate's degree,22510
53-2022,Airfield Operations Specialists,53,Transportation and Material Moving,0.6079,0.71,0.6975,0.0376,0.9468,Medium,actual,High school diploma or equivalent,15190
53-2031,Flight Attendants,53,Transportation and Material Moving,0.3623,0.35,0.5325,0.3148,0.1751,Medium,actual,High school diploma or equivalent,131650
53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",53,Transportation and Material Moving,0.5075,0.25,0.655,0.7577,0.6148,Medium,actual,High school diploma or equivalent,12630
53-3031,Driver/Sales Workers,53,Transportation and Material Moving,0.6403,0.98,0.4983,0.5042,0.1527,Medium,actual,High school diploma or equivalent,409180
53-3032,Heavy and Tractor-Trailer Truck Drivers,53,Transportation and Material Moving,0.5399,0.79,0.4833,0.2591,0.3417,Medium,actual,Postsecondary nondegree award,2062040
53-3033,Light Truck Drivers,53,Transportation and Material Moving,0.5464,0.69,0.6008,0.3719,0.3053,Medium,actual,High school diploma or equivalent,983300
53-3051,"Bus Drivers, School",53,Transportation and Material Moving,0.6345,0.83,0.51,0.5,0.5,Medium,imputed,,402930
53-3052,"Bus Drivers, Transit and Intercity",53,Transportation and Material Moving,0.6387,0.83,0.5267,0.5,0.5,Medium,imputed,,159240
53-3053,Shuttle Drivers and Chauffeurs,53,Transportation and Material Moving,0.6372,0.83,0.5208,0.5,0.5,Medium,imputed,,248530
53-3054,Taxi Drivers,53,Transportation and Material Moving,0.632,0.83,0.5,0.5,0.5,Medium,imputed,,41050
53-3099,"Motor Vehicle Operators, All Other",53,Transportation and Material Moving,0.7312,0.83,0.5,0.7535,0.8235,High,imputed,,46880
53-4011,Locomotive Engineers,53,Transportation and Material Moving,0.7327,0.96,0.6883,0.546,0.4496,High,actual,High school diploma or equivalent,33470
53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",53,Transportation and Material Moving,0.7922,0.91,0.6467,0.8886,0.5924,High,actual,High school diploma or equivalent,3920
53-4022,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",53,Transportation and Material Moving,0.6368,0.83,0.5192,0.5,0.5,Medium,imputed,,12400
53-4031,Railroad Conductors and Yardmasters,53,Transportation and Material Moving,0.6583,0.83,0.5492,0.337,0.8109,Medium,actual,High school diploma or equivalent,46440
53-4041,Subway and Streetcar Operators,53,Transportation and Material Moving,0.6237,0.86,0.5033,0.2409,0.7045,Medium,actual,High school diploma or equivalent,10200
53-4099,"Rail Transportation Workers, All Other",53,Transportation and Material Moving,0.8027,0.83,0.5,0.9861,0.9902,High,imputed,,1120
53-5011,Sailors and Marine Oilers,53,Transportation and Material Moving,0.6993,0.83,0.6517,0.5084,0.6849,Medium,actual,No formal educational credential,31670
53-5021,"Captains, Mates, and Pilots of Water Vessels",53,Transportation and Material Moving,0.4377,0.27,0.6025,0.4763,0.5588,Medium,actual,Postsecondary nondegree award,36850
53-5022,Motorboat Operators,53,Transportation and Material Moving,0.6222,0.62,0.5258,0.5028,0.9482,Medium,actual,Postsecondary nondegree award,2480
53-5031,Ship Engineers,53,Transportation and Material Moving,0.2999,0.041,0.68,0.5446,0.0308,Low,actual,Postsecondary nondegree award,8400
53-6011,Bridge and Lock Tenders,53,Transportation and Material Moving,0.761,0.97,0.5175,0.5501,0.8908,High,actual,High school diploma or equivalent,3040
53-6021,Parking Attendants,53,Transportation and Material Moving,0.5817,0.87,0.4008,0.5696,0.1303,Medium,actual,No formal educational credential,137880
53-6031,Automotive and Watercraft Service Attendants,53,Transportation and Material Moving,0.6209,0.83,0.5733,0.663,0.0868,Medium,actual,No formal educational credential,102010
53-6032,Aircraft Service Attendants,53,Transportation and Material Moving,0.632,0.83,0.5,0.5,0.5,Medium,imputed,,31300
53-6041,Traffic Technicians,53,Transportation and Material Moving,0.7135,0.9,0.6908,0.3663,0.7171,High,actual,High school diploma or equivalent,7860
53-6051,Transportation Inspectors,53,Transportation and Material Moving,0.8186,0.9,0.6958,0.7688,0.8725,High,actual,High school diploma or equivalent,24500
53-6051,Transportation Inspectors,53,Transportation and Material Moving,0.8276,0.9,0.7317,0.7688,0.8725,High,actual,High school diploma or equivalent,24500
53-6051,Transportation Inspectors,53,Transportation and Material Moving,0.7511,0.9,0.4258,0.7688,0.8725,High,actual,High school diploma or equivalent,24500
53-6061,Passenger Attendants,53,Transportation and Material Moving,0.5432,0.75,0.2642,0.3858,0.6667,Medium,actual,High school diploma or equivalent,27110
53-6099,"Transportation Workers, All Other",53,Transportation and Material Moving,0.7808,0.83,0.5,0.9889,0.8403,High,imputed,,13550
53-7011,Conveyor Operators and Tenders,53,Transportation and Material Moving,0.6683,0.93,0.5067,0.5139,0.4454,Medium,actual,No formal educational credential,22930
53-7021,Crane and Tower Operators,53,Transportation and Material Moving,0.6896,0.9,0.5017,0.5376,0.6443,Medium,actual,High school diploma or equivalent,42890
53-7031,Dredge Operators,53,Transportation and Material Moving,0.7436,0.92,0.43,0.6964,0.8585,High,actual,High school diploma or equivalent,1040
53-7041,Hoist and Winch Operators,53,Transportation and Material Moving,0.6678,0.65,0.5392,0.7674,0.7969,Medium,actual,No formal educational credential,2600
53-7051,Industrial Truck and Tractor Operators,53,Transportation and Material Moving,0.5881,0.93,0.5842,0.1337,0.2885,Medium,actual,No formal educational credential,774420
53-7061,Cleaners of Vehicles and Equipment,53,Transportation and Material Moving,0.3962,0.37,0.5125,0.4847,0.1541,Medium,actual,No formal educational credential,380430
53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",53,Transportation and Material Moving,0.5547,0.85,0.3908,0.4568,0.1709,Medium,actual,No formal educational credential,2950280
53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",53,Transportation and Material Moving,0.5751,0.85,0.4725,0.4568,0.1709,Medium,actual,No formal educational credential,2950280
53-7063,Machine Feeders and Offbearers,53,Transportation and Material Moving,0.68,0.93,0.4025,0.9234,0.1513,Medium,actual,No formal educational credential,42330
53-7064,"Packers and Packagers, Hand",53,Transportation and Material Moving,0.4405,0.38,0.515,0.7326,0.0882,Medium,actual,No formal educational credential,559820
53-7065,Stockers and Order Fillers,53,Transportation and Material Moving,0.6239,0.83,0.4675,0.5,0.5,Medium,imputed,,2833810
53-7071,Gas Compressor and Gas Pumping Station Operators,53,Transportation and Material Moving,0.7733,0.91,0.755,0.4694,0.8445,High,actual,High school diploma or equivalent,3510
53-7072,"Pump Operators, Except Wellhead Pumpers",53,Transportation and Material Moving,0.7073,0.9,0.7342,0.6476,0.2283,High,actual,High school diploma or equivalent,9780
53-7073,Wellhead Pumpers,53,Transportation and Material Moving,0.5904,0.84,0.7308,0.0947,0.3515,Medium,actual,High school diploma or equivalent,17990
53-7081,Refuse and Recyclable Material Collectors,53,Transportation and Material Moving,0.5155,0.93,0.2192,0.1685,0.3669,Medium,actual,No formal educational credential,147240
53-7121,"Tank Car, Truck, and Ship Loaders",53,Transportation and Material Moving,0.5386,0.72,0.7808,0.2089,0.091,Medium,actual,No formal educational credential,10700
53-7199,"Material Moving Workers, All Other",53,Transportation and Material Moving,0.6513,0.83,0.5,0.7006,0.3613,Medium,imputed,,23480
